work_order_id,customer_ref,delivery_order_id,was_created,error_message
7fb3ffe1-8188-4bf9-ba6f-f7ca9e28deb4,PT-14211 / 3214400270901,ab924dbd-82ea-4077-ab70-1ab176a7c6a3,true,
